barcode,page,page_url,crop_filenamex,y,width,height
7473908,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-81-90-%5B7473908%5D/7473908-p8.jpg,7473908-8-handprint-0.jpg,240.0511836212412,458.60474306457627,702.2392834293026,986.7167674998773
7473908,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-81-90-%5B7473908%5D/7473908-p6.jpg,7473908-6-handprint-0.jpg,321.74024312220087,354.7021059640082,659.9616122840691,974.5350790122246
7473908,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-81-90-%5B7473908%5D/7473908-p4.jpg,7473908-4-handprint-0.jpg,235.75175943698017,439.97441800709527,755.9820857325656,937.9910637968856
7473908,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-81-90-%5B7473908%5D/7473908-p2.jpg,7473908-2-handprint-0.jpg,288.7779910428663,366.1672245406226,735.2015355086371,996.0321763433765
7473979,9,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-161-170-%5B7473979%5D/7473979-p9.jpg,7473979-9-handprint-0.jpg,239.33461292386392,416.3271183133106,750.9660908509265,988.8664772329926
7473979,7,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-161-170-%5B7473979%5D/7473979-p7.jpg,7473979-7-handprint-0.jpg,283.7619961612284,361.1512351633538,651.362763915547,1010.3635745641444
7473979,5,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-161-170-%5B7473979%5D/7473979-p5.jpg,7473979-5-handprint-0.jpg,289.4945617402431,385.5146121386594,712.2712731925783,1022.5452630517973
7461033,11,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-12-91-100-%5B7461033%5D/7461033-p11.jpg,7461033-11-handprint-0.jpg,79.03270564915758,240.65051969953467,797.4311199207136,947.5059207358063
7473979,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-161-170-%5B7473979%5D/7473979-p2.jpg,7473979-2-handprint-0.jpg,231.45233525271914,316.00733076793455,782.4952015355086,991.7327568771461
11098386,17,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p17.jpg,11098386-17-handprint-0.jpg,263.07234886025765,388.50086724102147,747.0366699702676,925.7420665114626
11098386,15,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p15.jpg,11098386-15-handprint-0.jpg,230.8820614469772,385.17281396598156,762.5768087215064,1061.1677525979203
11098386,13,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p13.jpg,11098386-13-handprint-0.jpg,279.1957140798806,804.2177894949727,642.949795773656,573.9865291338031
11098386,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p10.jpg,11098386-10-handprint-0.jpg,290.86641994375884,791.4860457187008,607.9376781820213,599.4498871730107
11098386,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p10.jpg,11098386-10-handprint-1.jpg,320.57367123363076,492.29158875801227,516.6939777917005,298.1334837090549
11098386,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p8.jpg,11098386-8-handprint-0.jpg,303.8382854045644,952.1615258315969,696.7035498188325,266.0140848221313
11098386,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p4.jpg,11098386-4-handprint-0.jpg,229.34395548260585,413.6718217635759,740.1067449477264,723.2221645798572
11098386,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p4.jpg,11098386-4-handprint-1.jpg,246.83526769211443,397.9655318928425,576.363845759216,371.57522959281835
11098386,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p4.jpg,11098386-4-handprint-2.jpg,390.3984234123587,1249.8439540849342,305.0717059055192,79.17085857801544
7473989,23,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-331-340-%5B7473989%5D/7473989-p23.jpg,7473989-23-handprint-0.jpg,136.75322101090188,313.4657115229264,697.0862239841426,901.3249212344768
7473989,23,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-331-340-%5B7473989%5D/7473989-p23.jpg,7473989-23-handprint-1.jpg,95.90485629335977,309.91369212889896,724.6144697720515,904.8769406285044
7473989,21,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-331-340-%5B7473989%5D/7473989-p21.jpg,7473989-21-handprint-0.jpg,77.06640237859266,351.9349449916355,769.8077304261644,893.9661376429865
7473989,19,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-331-340-%5B7473989%5D/7473989-p19.jpg,7473989-19-handprint-0.jpg,52.39246778989098,332.55809379837797,814.3032705649158,921.7498033717391
7473989,17,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-331-340-%5B7473989%5D/7473989-p17.jpg,7473989-17-handprint-0.jpg,37.67690782953419,316.8289188831563,760.3885034687809,965.0437610305869
7473989,15,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-331-340-%5B7473989%5D/7473989-p15.jpg,7473989-15-handprint-0.jpg,288.8562933597621,207.79361856303632,763.8136769078296,1004.7163974476482
7473989,14,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-331-340-%5B7473989%5D/7473989-p14.jpg,7473989-14-handprint-0.jpg,40.848364717542125,146.52080000363418,838.2794846382557,989.2374012366574
7473989,12,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-331-340-%5B7473989%5D/7473989-p12.jpg,7473989-12-handprint-1.jpg,43.670961347869174,172.40059655045113,798.0654112983151,951.3430379588135
7473989,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-331-340-%5B7473989%5D/7473989-p10.jpg,7473989-10-handprint-1.jpg,74.49752229930624,195.52054468516795,756.9633300297323,985.5948129732088
7461057,31,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-21-31-40-%5B7461057%5D/7461057-p31.jpg,7461057-31-handprint-0.jpg,3.8136511375947997,69.59927625618202,780.8450704225353,1105.9611021530295
7461057,29,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-21-31-40-%5B7461057%5D/7461057-p29.jpg,7461057-29-handprint-0.jpg,48.6240520043337,168.75440955266055,764.6370530877573,1074.4984156262624
7461057,27,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-21-31-40-%5B7461057%5D/7461057-p27.jpg,7461057-27-handprint-0.jpg,91.89165763813652,248.0086673889491,719.323943661972,967.3326110509211
7461057,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-21-31-40-%5B7461057%5D/7461057-p10.jpg,7461057-10-handprint-0.jpg,89.62080173347776,183.05467781935974,760.8234019501625,946.7359118470013
7461057,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-21-31-40-%5B7461057%5D/7461057-p8.jpg,7461057-8-handprint-0.jpg,152.26868905742145,290.8096219931271,822.5005417118093,1023.4501718213057
7473984,9,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-281-290-%5B7473984%5D/7473984-p9.jpg,7473984-9-handprint-0.jpg,96.9480871080729,198.6548947652455,679.6088887169958,1011.3340097139776
7473984,7,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-281-290-%5B7473984%5D/7473984-p7.jpg,7473984-7-handprint-0.jpg,239.94568141002753,222.45207977371604,683.6027730100601,967.2916277800912
7473984,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-281-290-%5B7473984%5D/7473984-p6.jpg,7473984-6-handprint-0.jpg,155.86325033213507,163.6085570432909,646.6894504667216,983.5875382010861
7473984,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-281-290-%5B7473984%5D/7473984-p4.jpg,7473984-4-handprint-0.jpg,25.66044143845799,284.2000647598489,805.075145095518,916.2838208310848
11098384,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-341-350-%5B11098384%5D/11098384-p6.jpg,11098384-6-handprint-0.jpg,206.9538386418269,703.507690429688,619.0769230769231,525.5384615384614
7473894,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-151-160-%5B7473894%5D/7473894-p4.jpg,7473894-4-handprint-0.jpg,165.90323765243548,731.6193311742904,913.7344493055958,545.3563474269426
7473894,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-151-160-%5B7473894%5D/7473894-p2.jpg,7473894-2-handprint-0.jpg,130.5404849500511,651.6326048719762,917.1560105269621,557.8988663669448
12150637,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-61-70-%5B12150637%5D/12150637-p2.jpg,12150637-2-handprint-0.jpg,94.06180579446418,665.6227091964878,1020.3356800428562,633.5107798032645
7473933,14,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-51-60-%5B7473933%5D/7473933-p14.jpg,7473933-14-handprint-0.jpg,92.18589679769491,525.577218264872,824.4677661169416,982.3088584183711
7473933,12,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-51-60-%5B7473933%5D/7473933-p12.jpg,7473933-12-handprint-0.jpg,359.1720304349143,500.39075714190585,626.3280401628571,1007.4981687420923
7473933,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-51-60-%5B7473933%5D/7473933-p10.jpg,7473933-10-handprint-0.jpg,221.48061141787866,339.1910501431711,737.1528408351053,1019.2523140440834
7473933,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-51-60-%5B7473933%5D/7473933-p8.jpg,7473933-8-handprint-0.jpg,201.3306476592881,376.13264966371446,651.5154948610952,940.3316241592862
7473933,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-51-60-%5B7473933%5D/7473933-p6.jpg,7473933-6-handprint-0.jpg,278.572175400552,349.266031830592,658.2321494472922,894.994206565892
7473933,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-51-60-%5B7473933%5D/7473933-p4.jpg,7473933-4-handprint-0.jpg,265.1383137780656,498.7125263426715,755.6250238490964,901.7125476296787
12089428,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-41-50-%5B12089428%5D/12089428-p4.jpg,12089428-4-handprint-0.jpg,122.40276728622806,630.4059534298025,968.3736749649322,696.948804069615
7473982,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-191-200-%5B7473982%5D/7473982-p2.jpg,7473982-2-handprint-0.jpg,188.9465590874152,243.21905677229697,895.8100084817644,1253.935028553505
7473907,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-71-80-%5B7473907%5D/7473907-p6.jpg,7473907-6-handprint-0.jpg,39.630759214743584,666.249804584501,987.8974358974358,687.5829264061721
7473907,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-71-80-%5B7473907%5D/7473907-p4.jpg,7473907-4-handprint-0.jpg,15.223921468794515,660.54000478809,989.9715099715099,579.0123971442198
7473907,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-71-80-%5B7473907%5D/7473907-p2.jpg,7473907-2-handprint-0.jpg,54.39998998397436,679.3846153846154,979.6923076923076,577.6410256410257
11063293,7,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-171-180-%5B11063293%5D/11063293-p7.jpg,11063293-7-handprint-0.jpg,202.0660918629517,390.58536407501487,776.242210417695,965.9903010561881
11063293,7,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-171-180-%5B11063293%5D/11063293-p7.jpg,11063293-7-handprint-1.jpg,227.9408322102082,377.0319287285633,760.2245140122504,982.0079973747214
11063293,5,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-171-180-%5B11063293%5D/11063293-p5.jpg,11063293-5-handprint-0.jpg,255.04600183550747,331.44496158121694,749.139564908986,947.5136634050403
11063293,3,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-171-180-%5B11063293%5D/11063293-p3.jpg,11063293-3-handprint-0.jpg,125.84870399745597,100.68331136233503,699.942641016454,922.6076512337054
11063293,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-171-180-%5B11063293%5D/11063293-p2.jpg,11063293-2-handprint-0.jpg,322.8135611611557,372.1054959015892,701.08620465989,919.1745031211448
7461025,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-12-11-20-%5B7461025%5D/7461025-p2.jpg,7461025-2-handprint-0.jpg,75.00357773842774,302.6374179236033,704.7004060698334,943.6705653986708
11099073,12,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-331-340-%5B11099073%5D/11099073-p12.jpg,11099073-12-handprint-0.jpg,238.27224788337082,431.5450489445296,738.8320044816545,915.144169940734
11099073,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-331-340-%5B11099073%5D/11099073-p10.jpg,11099073-10-handprint-0.jpg,258.4222116419614,357.66184990344277,758.9819682402451,1015.8939868149432
11096401,19,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-381-390-%5B11096401%5D/11096401-p19.jpg,11096401-19-handprint-0.jpg,277.7541973383616,397.0573469507532,627.705774135451,946.2449822268685
7473957,20,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-301-310-%5B7473957%5D/7473957-p20.jpg,7473957-20-handprint-0.jpg,293.68464821949493,465.12833404693436,703.569567904121,851.3359525870679
7473957,18,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-301-310-%5B7473957%5D/7473957-p18.jpg,7473957-18-handprint-0.jpg,238.27224788337082,491.9949390690551,708.6070588437686,856.3734434307781
7473957,16,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-301-310-%5B7473957%5D/7473957-p16.jpg,7473957-16-handprint-0.jpg,367.56784866766037,371.09515882000403,651.5154948610952,975.5940600652594
7473957,14,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-301-310-%5B7473957%5D/7473957-p14.jpg,7473957-14-handprint-0.jpg,238.27224788337082,330.7952320703203,725.3986953092607,918.5024971698742
7473957,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-301-310-%5B7473957%5D/7473957-p4.jpg,7473957-4-handprint-0.jpg,244.98890246956768,384.5284677365651,770.7361137660895,856.3734434307784
11085777,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-11-20-%5B11085777%5D/11085777-p8.jpg,11085777-8-handprint-0.jpg,134.84239631336405,521.3166337068776,954.5142857142858,679.5165897604923
11085777,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-11-20-%5B11085777%5D/11085777-p6.jpg,11085777-6-handprint-0.jpg,85.04331797235022,493.03117212897826,1023.7493087557602,681.4164453223651
11085777,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-11-20-%5B11085777%5D/11085777-p2.jpg,11085777-2-handprint-0.jpg,13.802764976958525,471.4152281121588,952.3907834101382,692.2583980385755
11087619,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-211-220-%5B11087619%5D/11087619-p2.jpg,11087619-2-handprint-0.jpg,159.97408359926806,218.14957721040966,688.1627423393239,872.5983088416385
7461022,9,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-11-81-90-%5B7461022%5D/7461022-p9.jpg,7461022-9-handprint-0.jpg,78.41196433521057,316.57105383959606,710.5906923676899,899.3715872079047
7473933,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-51-60-%5B7473933%5D/7473933-p10.jpg,7473933-10-handprint-1.jpg,366.88374741527457,374.76731150406016,509.4828799722088,634.8830554351764
7473933,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-51-60-%5B7473933%5D/7473933-p8.jpg,7473933-8-handprint-1.jpg,221.41957774669737,444.9913966424882,654.2304773764088,636.3162000298383
7473933,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-51-60-%5B7473933%5D/7473933-p2.jpg,7473933-2-handprint-0.jpg,123.96574979139437,436.39252907451703,871.3518734827093,1086.3236027536427
7473930,12,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-21-30-%5B7473930%5D/7473930-p12.jpg,7473930-12-handprint-0.jpg,178.92101782590206,357.4402760922615,745.6371663420347,961.7566033507959
7473930,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-21-30-%5B7473930%5D/7473930-p10.jpg,7473930-10-handprint-0.jpg,230.6860795955854,491.8438166805272,655.3236543183317,859.3014325471028
7473930,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-21-30-%5B7473930%5D/7473930-p8.jpg,7473930-8-handprint-0.jpg,306.68213956737304,524.8945825301109,646.5112994409625,887.9460159859431
7473930,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-21-30-%5B7473930%5D/7473930-p6.jpg,7473930-6-handprint-0.jpg,239.49783076686404,422.4393066135715,687.2624375658613,911.0810858813585
7473930,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-21-30-%5B7473930%5D/7473930-p6.jpg,7473930-6-handprint-1.jpg,222.97709909460784,427.3968215911605,739.0273968055976,755.7456165835697
7473930,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-21-30-%5B7473930%5D/7473930-p4.jpg,7473930-4-handprint-0.jpg,293.4660913586822,540.8693854143322,723.606657443925,873.6252557320777
7473930,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-21-30-%5B7473930%5D/7473930-p2.jpg,7473930-2-handprint-0.jpg,257.11994455060415,500.1070076421659,643.2071531065111,883.5393360058641
7473916,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-161-170-%5B7473916%5D/7473916-p6.jpg,7473916-6-handprint-0.jpg,162.0442006063258,409.4677116966503,762.9208433839117,941.6295731283766
7473916,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-161-170-%5B7473916%5D/7473916-p4.jpg,7473916-4-handprint-0.jpg,197.57049149256812,311.6330894640979,812.8193020229552,1028.7685143458013
