barcode,page,page_url,crop_filename,x,y,width,height
12150635,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-171-180-%5B12150635%5D/12150635-p2.jpg,12150635-2-front-0.jpg,705.7871777880943,176.83213593136418,438.1796039392656,400.4727784327953
12150635,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-171-180-%5B12150635%5D/12150635-p2.jpg,12150635-2-front-1.jpg,17.962220862659667,170.33095446329932,443.3805487931441,396.57206955195636
12150635,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-171-180-%5B12150635%5D/12150635-p6.jpg,12150635-6-front-0.jpg,616.991195132906,262.77153088162265,517.4400188731462,430.62118717164583
12150635,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-171-180-%5B12150635%5D/12150635-p8.jpg,12150635-8-front-0.jpg,2.2834489593657086,344.800792864222,457.83151635282456,384.76114965312195
12150635,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-171-180-%5B12150635%5D/12150635-p4.jpg,12150635-4-front-0.jpg,658.5323414783192,237.28061321291693,478.00003899011233,388.5899897544872
12150635,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-171-180-%5B12150635%5D/12150635-p10.jpg,12150635-10-front-0.jpg,94.75836637571945,245.47319596824548,478.38730281940457,476.10382659887614
7473895,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-181-190-%5B7473895%5D/7473895-p2.jpg,7473895-2-front-0.jpg,651.7333233173077,165.7419272411859,475.8974358974359,415.1753226932676
7473895,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-181-190-%5B7473895%5D/7473895-p4.jpg,7473895-4-front-0.jpg,645.9026077651395,229.78840569036106,467.65841537889446,453.10392288880064
7473895,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-181-190-%5B7473895%5D/7473895-p6.jpg,7473895-6-front-0.jpg,642.4831807280538,183.02116001685113,482.5071225071225,425.9401542210353
7473895,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-181-190-%5B7473895%5D/7473895-p8.jpg,7473895-8-front-0.jpg,52.6751910536649,171.7696318739191,484.3903673520896,483.24523100529234
7473895,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-181-190-%5B7473895%5D/7473895-p10.jpg,7473895-10-front-0.jpg,613.7894006742766,285.13799612152553,431.7149749403237,401.94151260504196
7473895,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-181-190-%5B7473895%5D/7473895-p2.jpg,7473895-2-front-1.jpg,667.3170837389213,162.33316122863152,454.3435463754357,427.4416133965607
7473896,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-191-200-%5B7473896%5D/7473896-p2.jpg,7473896-2-front-0.jpg,677.5113739757592,241.6585773791533,415.0223782580722,381.7505062946045
7473896,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-191-200-%5B7473896%5D/7473896-p2.jpg,7473896-2-front-1.jpg,82.12062035658397,260.92121760502783,451.796513040433,416.7734885234673
11609499,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-201-210-%5B11609499%5D/11609499-p4.jpg,11609499-4-front-0.jpg,568.2436219782127,959.6151664359783,467.60909839811865,390.3519321095505
11609499,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-201-210-%5B11609499%5D/11609499-p2.jpg,11609499-2-front-0.jpg,575.4986945169712,988.574412532637,430.12010443864233,368.9608355091385
12089429,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-221-230-%5B12089429%5D/12089429-p2.jpg,12089429-2-front-0.jpg,770.0942143660077,38.565183039241504,402.52405966048855,518.2196470898077
12089429,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-221-230-%5B12089429%5D/12089429-p4.jpg,12089429-4-front-0.jpg,768.7344384293407,23.163508551456005,438.65897115905966,513.9403459854302
12089429,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-221-230-%5B12089429%5D/12089429-p6.jpg,12089429-6-front-0.jpg,819.403237376791,94.10115491835921,319.9439170265306,398.12027080844285
12089429,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-221-230-%5B12089429%5D/12089429-p8.jpg,12089429-8-front-0.jpg,748.466316796001,91.20635302610998,416.94330012402213,392.3320900012032
12089429,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-221-230-%5B12089429%5D/12089429-p10.jpg,12089429-10-front-0.jpg,774.524226391169,82.5194743130227,396.6725487116263,467.61035444046195
7473897,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-241-250-%5B7473897%5D/7473897-p2.jpg,7473897-2-front-0.jpg,92.7889564486652,116.90168638957856,338.65332881984887,474.83777770612323
7473897,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-241-250-%5B7473897%5D/7473897-p4.jpg,7473897-4-front-0.jpg,40.966560935307555,51.822397059297714,448.32397978997784,507.3774223712636
7473897,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-241-250-%5B7473897%5D/7473897-p6.jpg,7473897-6-front-0.jpg,51.81457080554354,32.539559014267184,419.3987357760285,514.6070999663737
7473898,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-251-260-%5B7473898%5D/7473898-p2.jpg,7473898-2-front-0.jpg,77.12172059578964,600.1756682681456,396.5015842766202,506.17225034662886
7473898,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-251-260-%5B7473898%5D/7473898-p4.jpg,7473898-4-front-0.jpg,20.023386101973685,0.0,350.3157894736842,525.4736842105261
7473898,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-251-260-%5B7473898%5D/7473898-p8.jpg,7473898-8-front-0.jpg,799.8046402852195,150.83457494154666,279.9344596227878,508.81700554363147
7473898,12,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-251-260-%5B7473898%5D/7473898-p12.jpg,7473898-12-front-0.jpg,83.93601515421744,614.8529619224101,425.9882293089752,427.7756072289636
7473898,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-251-260-%5B7473898%5D/7473898-p10.jpg,7473898-10-front-0.jpg,733.0102833519938,147.65135972822782,290.1406826859587,465.2551723672217
31013637,1,https://invisibleaus.s3.amazonaws.com/ST84-1/1904-1-10-%5B31013637%5D/31013637-p1.jpg,31013637-1-front-0.jpg,24.980292560634403,8.891517877990692,367.93949240661755,411.97366168023535
