barcode,page,page_url,crop_filename,x,y,width,height
11098386,27,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p27.jpg,11098386-27-0.jpg,883.5678889990089,390.72087219668447,142.08126858275511,382.95085485186405
11098386,27,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p27.jpg,11098386-27-1.jpg,956.8285431119921,297.4806640588393,86.58077304261633,169.83037910821798
11098386,17,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p17.jpg,11098386-17-0.jpg,482.85431119920713,1350.8730155209232,350.76313181367686,145.4103245959252
11098386,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p4.jpg,11098386-4-0.jpg,855.8176412289396,395.16353507542635,111.00099108027746,334.11298892613286
11098386,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p4.jpg,11098386-4-1.jpg,880.2378592666006,231.9920753673149,117.6610505450941,210.901886697559
11098386,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p4.jpg,11098386-4-2.jpg,841.144507916361,254.40235889735573,152.00804723319982,504.582272003884
11098386,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p4.jpg,11098386-4-3.jpg,862.5151251146912,243.4191332146212,139.29765731905877,498.09464253165265
11096401,19,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-381-390-%5B11096401%5D/11096401-p19.jpg,11096401-19-0.jpg,791.2308288307889,238.46976675050675,175.22528677279377,430.41396043553743
7473957,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-301-310-%5B7473957%5D/7473957-p10.jpg,7473957-10-0.jpg,889.7877427444661,181.34967037357663,100.74981879295296,114.18312579077045
11017362,1,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-101-110-%5B11017362%5D/11017362-p1.jpg,11017362-1-0.jpg,692.5144570969968,735.8671777171805,100.2175616982446,234.2163320048562
11019740,14,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-61-70-%5B11019740%5D/11019740-p14.jpg,11019740-14-0.jpg,899.568884723524,209.93506702044496,104.9671977507029,536.3840962372368
11019740,13,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-61-70-%5B11019740%5D/11019740-p13.jpg,11019740-13-0.jpg,827.9812558575446,89.85195550008191,56.26241799437673,95.73012081317137
11513099,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-161-170-%5B11513099%5D/11513099-p2.jpg,11513099-2-0.jpg,232.89567093252714,1280.4537104103567,616.479723134584,82.52506645096923
11098384,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-341-350-%5B11098384%5D/11098384-p4.jpg,11098384-4-0.jpg,911.2364574986645,212.1932120633786,106.89458689458684,312.7058041366779
7473888,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-91-100-%5B7473888%5D/7473888-p4.jpg,7473888-4-0.jpg,1080.0565085771948,704.8975653038109,83.6326942482342,618.8761675040238
7473888,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-91-100-%5B7473888%5D/7473888-p4.jpg,7473888-4-1.jpg,968.9445005045409,309.4380837520119,117.08577194752775,768.2188720175432
7473888,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-91-100-%5B7473888%5D/7473888-p4.jpg,7473888-4-2.jpg,1063.3299697275472,179.2112454162231,99.16448032290614,499.40200389320836
7473888,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-91-100-%5B7473888%5D/7473888-p4.jpg,7473888-4-3.jpg,115.89101917255299,768.218872017543,109.91725529767912,489.844070804343
7473888,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-91-100-%5B7473888%5D/7473888-p4.jpg,7473888-4-4.jpg,72.87991927346116,769.4136136536512,82.43794147325934,187.57443686898011
7461058,16,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-21-41-50-%5B7461058%5D/7461058-p16.jpg,7461058-16-0.jpg,773.0373360242179,87.32417211119716,115.72956609485368,198.9092549732683
7461058,16,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-21-41-50-%5B7461058%5D/7461058-p16.jpg,7461058-16-1.jpg,673.582240161453,235.60198036399714,188.06054490413726,304.69281329996096
7474000,1,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-441-450-%5B7474000%5D/7474000-p1.jpg,7474000-1-0.jpg,121.77043961728413,672.6472653093664,663.3693777155645,432.5817757937822
11098385,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-351-360-%5B11098385%5D/11098385-p4.jpg,11098385-4-0.jpg,882.4602367285984,366.3059196407937,101.01163511527443,213.1234441546436
7461023,9,https://invisibleaus.s3.amazonaws.com/ST84-1/1908-11-91-100-%5B7461023%5D/7461023-p9.jpg,7461023-9-0.jpg,274.4289613405196,1338.1538259933543,81.25098122423759,34.821846773061225
7473973,11,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-101-110-%5B7473973%5D/7473973-p11.jpg,7473973-11-0.jpg,831.3994101868112,205.35331858650554,210.90341397694658,369.63597345571
11098386,29,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p29.jpg,11098386-29-0.jpg,893.9665271427909,303.42080717126646,108.94639757402012,305.4571884274495
11512778,6,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-231-240-%5B11512778%5D/11512778-p6.jpg,11512778-6-0.jpg,921.0243240137057,188.2569076110711,123.91593959546356,965.1145263605554
11098386,27,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p27.jpg,11098386-27-2.jpg,885.8210020905277,288.147947749894,151.71040409840194,474.4768326906384
11098384,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-341-350-%5B11098384%5D/11098384-p4.jpg,11098384-4-1.jpg,919.8328245945187,218.04439299256967,109.6179465652175,297.87485381498584
11098386,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-361-370-%5B11098386%5D/11098386-p4.jpg,11098386-4-4.jpg,857.309090909091,246.4,119.12727272727273,480.5818181818182
11609498,5,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-21-30-%5B11609498%5D/11609498-p5.jpg,11609498-5-0.jpg,1102.7245625405055,26.354674173602703,44.04925469863883,252.34784987459466
7461270,16,https://invisibleaus.s3.amazonaws.com/ST84-1/1912-84-61-70-%5B7461270%5D/7461270-p16.jpg,7461270-16-0.jpg,351.03580840732883,461.2759120518328,43.78211941710356,37.52753182794572
7461270,14,https://invisibleaus.s3.amazonaws.com/ST84-1/1912-84-61-70-%5B7461270%5D/7461270-p14.jpg,7461270-14-0.jpg,353.84706062652,455.6086810315839,47.025600665485,32.378281900721674
7461270,12,https://invisibleaus.s3.amazonaws.com/ST84-1/1912-84-61-70-%5B7461270%5D/7461270-p12.jpg,7461270-12-0.jpg,357.18533893452354,454.4591464160305,53.694664627718,43.578274313865904
7461270,10,https://invisibleaus.s3.amazonaws.com/ST84-1/1912-84-61-70-%5B7461270%5D/7461270-p10.jpg,7461270-10-0.jpg,371.0071073734043,457.75786736694795,51.89471822194008,30.98191995715382
7461270,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1912-84-61-70-%5B7461270%5D/7461270-p8.jpg,7461270-8-0.jpg,344.7817982485344,448.7638198020846,56.290934078006956,48.47274708663633
